1,added,追加
2,agent-alreadyon,エージェントはすでにログインしています。あなたのエージェント番号を入力しシャープを押してください。
3,agent-incorrect,ログイン失敗。あなたのエージェント番号を入力し最後にシャープを押してください。
110,digits/0,ゼロ
111,digits/1,１
112,digits/num/10,１０
